#ParticleID	Turn	x[m]	xp	y[m]	yp	z[m]	dE[GeV]
0	141	-0.000171	0.000000	0.000000	0.000000	0.139011	-0.000101
0	142	-0.000173	0.000000	0.000000	0.000000	0.134652	-0.000102
0	143	-0.000174	0.000000	0.000000	0.000000	0.130282	-0.000102
0	144	-0.000173	0.000000	0.000000	0.000000	0.125902	-0.000102
0	145	-0.000172	0.000000	0.000000	0.000000	0.121511	-0.000102
0	146	-0.000173	0.000000	0.000000	0.000000	0.117110	-0.000103
0	147	-0.000174	0.000000	0.000000	0.000000	0.112700	-0.000103
0	148	-0.000176	0.000000	0.000000	0.000000	0.108280	-0.000103
0	149	-0.000175	0.000000	0.000000	0.000000	0.103852	-0.000103
0	150	-0.000174	0.000000	0.000000	0.000000	0.099415	-0.000104
0	151	-0.000174	0.000000	0.000000	0.000000	0.094969	-0.000104
0	152	-0.000176	0.000000	0.000000	0.000000	0.090516	-0.000104
0	153	-0.000177	0.000000	0.000000	0.000000	0.086056	-0.000104
0	154	-0.000177	0.000000	0.000000	0.000000	0.081588	-0.000104
0	155	-0.000176	0.000000	0.000000	0.000000	0.077114	-0.000104
0	156	-0.000175	0.000000	0.000000	0.000000	0.072633	-0.000105
0	157	-0.000176	0.000000	0.000000	0.000000	0.068146	-0.000105
0	158	-0.000178	0.000000	0.000000	0.000000	0.063654	-0.000105
0	159	-0.000178	0.000000	0.000000	0.000000	0.059157	-0.000105
0	160	-0.000177	0.000000	0.000000	0.000000	0.054655	-0.000105
0	161	-0.000176	0.000000	0.000000	0.000000	0.050148	-0.000105
0	162	-0.000177	0.000000	0.000000	0.000000	0.045637	-0.000105
0	163	-0.000179	0.000000	0.000000	0.000000	0.041122	-0.000105
0	164	-0.000179	0.000000	0.000000	0.000000	0.036604	-0.000105
0	165	-0.000178	0.000000	0.000000	0.000000	0.032084	-0.000105
0	166	-0.000177	0.000000	0.000000	0.000000	0.027560	-0.000106
0	167	-0.000177	0.000000	0.000000	0.000000	0.023034	-0.000106
0	168	-0.000179	0.000000	0.000000	0.000000	0.018506	-0.000106
0	169	-0.000180	0.000000	0.000000	0.000000	0.013977	-0.000106
0	170	-0.000179	0.000000	0.000000	0.000000	0.009446	-0.000106
0	171	-0.000178	0.000000	0.000000	0.000000	0.004915	-0.000106
0	172	-0.000177	0.000000	0.000000	0.000000	0.000383	-0.000106
0	173	-0.000178	0.000000	0.000000	0.000000	-0.004149	-0.000106
0	174	-0.000180	0.000000	0.000000	0.000000	-0.008680	-0.000106
0	175	-0.000180	0.000000	0.000000	0.000000	-0.013210	-0.000106
0	176	-0.000178	0.000000	0.000000	0.000000	-0.017740	-0.000106
0	177	-0.000177	0.000000	0.000000	0.000000	-0.022268	-0.000106
0	178	-0.000178	0.000000	0.000000	0.000000	-0.026794	-0.000106
0	179	-0.000179	0.000000	0.000000	0.000000	-0.031318	-0.000106
0	180	-0.000179	0.000000	0.000000	0.000000	-0.035840	-0.000105
0	181	-0.000178	0.000000	0.000000	0.000000	-0.040358	-0.000105
0	182	-0.000177	0.000000	0.000000	0.000000	-0.044874	-0.000105
0	183	-0.000177	0.000000	0.000000	0.000000	-0.049385	-0.000105
0	184	-0.000178	0.000000	0.000000	0.000000	-0.053893	-0.000105
0	185	-0.000179	0.000000	0.000000	0.000000	-0.058396	-0.000105
0	186	-0.000178	0.000000	0.000000	0.000000	-0.062894	-0.000105
0	187	-0.000176	0.000000	0.000000	0.000000	-0.067387	-0.000105
0	188	-0.000176	0.000000	0.000000	0.000000	-0.071875	-0.000105
0	189	-0.000177	0.000000	0.000000	0.000000	-0.076356	-0.000105
0	190	-0.000178	0.000000	0.000000	0.000000	-0.080832	-0.000104
0	191	-0.000177	0.000000	0.000000	0.000000	-0.085300	-0.000104
0	192	-0.000175	0.000000	0.000000	0.000000	-0.089762	-0.000104
0	193	-0.000174	0.000000	0.000000	0.000000	-0.094216	-0.000104
0	194	-0.000175	0.000000	0.000000	0.000000	-0.098663	-0.000104
0	195	-0.000176	0.000000	0.000000	0.000000	-0.103102	-0.000103
0	196	-0.000176	0.000000	0.000000	0.000000	-0.107531	-0.000103
0	197	-0.000174	0.000000	0.000000	0.000000	-0.111953	-0.000103
0	198	-0.000172	0.000000	0.000000	0.000000	-0.116365	-0.000103
0	199	-0.000173	0.000000	0.000000	0.000000	-0.120767	-0.000103
0	200	-0.000174	0.000000	0.000000	0.000000	-0.125160	-0.000102
0	201	-0.000174	0.000000	0.000000	0.000000	-0.129542	-0.000102
0	202	-0.000172	0.000000	0.000000	0.000000	-0.133913	-0.000102
0	203	-0.000170	0.000000	0.000000	0.000000	-0.138274	-0.000102
0	204	-0.000170	0.000000	0.000000	0.000000	-0.142623	-0.000101
0	205	-0.000171	-0.000000	0.000000	0.000000	-0.146961	-0.000101
0	206	-0.000172	0.000000	0.000000	0.000000	-0.151286	-0.000101
0	207	-0.000170	0.000000	0.000000	0.000000	-0.155599	-0.000101
0	208	-0.000168	0.000000	0.000000	0.000000	-0.159899	-0.000100
0	209	-0.000168	0.000000	0.000000	0.000000	-0.164187	-0.000100
0	210	-0.000168	-0.000000	0.000000	0.000000	-0.168460	-0.000100
0	211	-0.000169	0.000000	0.000000	0.000000	-0.172720	-0.000099
0	212	-0.000168	0.000000	0.000000	0.000000	-0.176965	-0.000099
0	213	-0.000166	0.000000	0.000000	0.000000	-0.181196	-0.000099
0	214	-0.000165	0.000000	0.000000	0.000000	-0.185413	-0.000098
0	215	-0.000165	-0.000000	0.000000	0.000000	-0.189614	-0.000098
0	216	-0.000166	0.000000	0.000000	0.000000	-0.193799	-0.000098
0	217	-0.000165	0.000000	0.000000	0.000000	-0.197968	-0.000097
0	218	-0.000163	0.000000	0.000000	0.000000	-0.202121	-0.000097
0	219	-0.000161	0.000000	0.000000	0.000000	-0.206258	-0.000096
0	220	-0.000161	-0.000000	0.000000	0.000000	-0.210378	-0.000096
0	221	-0.000162	-0.000000	0.000000	0.000000	-0.214480	-0.000096
0	222	-0.000162	0.000000	0.000000	0.000000	-0.218564	-0.000095
0	223	-0.000160	0.000000	0.000000	0.000000	-0.222631	-0.000095
0	224	-0.000158	0.000000	0.000000	0.000000	-0.226679	-0.000094
0	225	-0.000157	0.000000	0.000000	0.000000	-0.230709	-0.000094
0	226	-0.000158	-0.000000	0.000000	0.000000	-0.234720	-0.000093
0	227	-0.000158	0.000000	0.000000	0.000000	-0.238712	-0.000093
0	228	-0.000157	0.000000	0.000000	0.000000	-0.242684	-0.000093
0	229	-0.000155	0.000000	0.000000	0.000000	-0.246636	-0.000092
0	230	-0.000153	0.000000	0.000000	0.000000	-0.250568	-0.000092
0	231	-0.000154	-0.000000	0.000000	0.000000	-0.254479	-0.000091
0	232	-0.000154	0.000000	0.000000	0.000000	-0.258369	-0.000091
0	233	-0.000153	0.000000	0.000000	0.000000	-0.262238	-0.000090
0	234	-0.000151	0.000000	0.000000	0.000000	-0.266085	-0.000090
0	235	-0.000149	0.000000	0.000000	0.000000	-0.269911	-0.000089
0	236	-0.000149	-0.000000	0.000000	0.000000	-0.273715	-0.000089
0	237	-0.000150	-0.000000	0.000000	0.000000	-0.277496	-0.000088
0	238	-0.000149	0.000000	0.000000	0.000000	-0.281254	-0.000088
0	239	-0.000147	0.000000	0.000000	0.000000	-0.284988	-0.000087
0	240	-0.000145	0.000000	0.000000	0.000000	-0.288700	-0.000086
0	241	-0.000144	-0.000000	0.000000	0.000000	-0.292388	-0.000086
0	242	-0.000145	-0.000000	0.000000	0.000000	-0.296052	-0.000085
0	243	-0.000144	0.000000	0.000000	0.000000	-0.299692	-0.000085
0	244	-0.000142	0.000000	0.000000	0.000000	-0.303307	-0.000084
0	245	-0.000140	0.000000	0.000000	0.000000	-0.306897	-0.000084
0	246	-0.000139	-0.000000	0.000000	0.000000	-0.310462	-0.000083
0	247	-0.000139	-0.000000	0.000000	0.000000	-0.314001	-0.000082
0	248	-0.000139	0.000000	0.000000	0.000000	-0.317515	-0.000082
0	249	-0.000138	0.000000	0.000000	0.000000	-0.321002	-0.000081
0	250	-0.000135	0.000000	0.000000	0.000000	-0.324463	-0.000081
0	251	-0.000134	0.000000	0.000000	0.000000	-0.327898	-0.000080
0	252	-0.000134	-0.000000	0.000000	0.000000	-0.331305	-0.000079
0	253	-0.000134	-0.000000	0.000000	0.000000	-0.334685	-0.000079
0	254	-0.000133	0.000000	0.000000	0.000000	-0.338038	-0.000078
0	255	-0.000130	0.000000	0.000000	0.000000	-0.341363	-0.000077
0	256	-0.000128	0.000000	0.000000	0.000000	-0.344660	-0.000077
0	257	-0.000128	-0.000000	0.000000	0.000000	-0.347929	-0.000076
0	258	-0.000128	-0.000000	0.000000	0.000000	-0.351169	-0.000075
0	259	-0.000127	0.000000	0.000000	0.000000	-0.354380	-0.000075
0	260	-0.000125	0.000000	0.000000	0.000000	-0.357562	-0.000074
0	261	-0.000123	0.000000	0.000000	0.000000	-0.360715	-0.000073
0	262	-0.000122	-0.000000	0.000000	0.000000	-0.363838	-0.000073
0	263	-0.000122	-0.000000	0.000000	0.000000	-0.366931	-0.000072
0	264	-0.000122	0.000000	0.000000	0.000000	-0.369994	-0.000071
0	265	-0.000120	0.000000	0.000000	0.000000	-0.373027	-0.000071
0	266	-0.000117	0.000000	0.000000	0.000000	-0.376029	-0.000070
0	267	-0.000115	-0.000000	0.000000	0.000000	-0.379000	-0.000069
0	268	-0.000115	-0.000000	0.000000	0.000000	-0.381940	-0.000068
0	269	-0.000115	-0.000000	0.000000	0.000000	-0.384849	-0.000068
0	270	-0.000114	0.000000	0.000000	0.000000	-0.387726	-0.000067
0	271	-0.000111	0.000000	0.000000	0.000000	-0.390571	-0.000066
0	272	-0.000109	-0.000000	0.000000	0.000000	-0.393384	-0.000065
0	273	-0.000109	-0.000000	0.000000	0.000000	-0.396165	-0.000065
0	274	-0.000109	-0.000000	0.000000	0.000000	-0.398913	-0.000064
0	275	-0.000108	0.000000	0.000000	0.000000	-0.401629	-0.000063
0	276	-0.000105	0.000000	0.000000	0.000000	-0.404311	-0.000062
0	277	-0.000103	0.000000	0.000000	0.000000	-0.406961	-0.000062
0	278	-0.000102	-0.000000	0.000000	0.000000	-0.409577	-0.000061
0	279	-0.000102	-0.000000	0.000000	0.000000	-0.412159	-0.000060
0	280	-0.000101	0.000000	0.000000	0.000000	-0.414707	-0.000059
0	281	-0.000099	0.000000	0.000000	0.000000	-0.417221	-0.000058
0	282	-0.000096	0.000000	0.000000	0.000000	-0.419701	-0.000058
0	283	-0.000095	-0.000000	0.000000	0.000000	-0.422147	-0.000057
0	284	-0.000095	-0.000000	0.000000	0.000000	-0.424558	-0.000056
0	285	-0.000094	-0.000000	0.000000	0.000000	-0.426934	-0.000055
0	286	-0.000092	0.000000	0.000000	0.000000	-0.429275	-0.000054
0	287	-0.000090	0.000000	0.000000	0.000000	-0.431580	-0.000054
0	288	-0.000088	-0.000000	0.000000	0.000000	-0.433851	-0.000053
0	289	-0.000087	-0.000000	0.000000	0.000000	-0.436086	-0.000052
0	290	-0.000087	-0.000000	0.000000	0.000000	-0.438284	-0.000051
0	291	-0.000086	0.000000	0.000000	0.000000	-0.440447	-0.000050
0	292	-0.000083	0.000000	0.000000	0.000000	-0.442573	-0.000049
0	293	-0.000081	-0.000000	0.000000	0.000000	-0.444664	-0.000049
0	294	-0.000080	-0.000000	0.000000	0.000000	-0.446718	-0.000048
0	295	-0.000080	-0.000000	0.000000	0.000000	-0.448735	-0.000047
0	296	-0.000079	0.000000	0.000000	0.000000	-0.450715	-0.000046
0	297	-0.000076	0.000000	0.000000	0.000000	-0.452658	-0.000045
0	298	-0.000073	-0.000000	0.000000	0.000000	-0.454564	-0.000044
0	299	-0.000072	-0.000000	0.000000	0.000000	-0.456433	-0.000043
0	300	-0.000072	-0.000000	0.000000	0.000000	-0.458264	-0.000042
0	301	-0.000071	-0.000000	0.000000	0.000000	-0.460057	-0.000042
0	302	-0.000069	0.000000	0.000000	0.000000	-0.461813	-0.000041
0	303	-0.000066	0.000000	0.000000	0.000000	-0.463531	-0.000040
0	304	-0.000065	-0.000000	0.000000	0.000000	-0.465211	-0.000039
0	305	-0.000064	-0.000000	0.000000	0.000000	-0.466853	-0.000038
0	306	-0.000064	-0.000000	0.000000	0.000000	-0.468456	-0.000037
0	307	-0.000062	0.000000	0.000000	0.000000	-0.470020	-0.000036
0	308	-0.000059	0.000000	0.000000	0.000000	-0.471546	-0.000035
0	309	-0.000057	-0.000000	0.000000	0.000000	-0.473034	-0.000034
0	310	-0.000056	-0.000000	0.000000	0.000000	-0.474483	-0.000034
0	311	-0.000056	-0.000000	0.000000	0.000000	-0.475892	-0.000033
0	312	-0.000055	0.000000	0.000000	0.000000	-0.477262	-0.000032
0	313	-0.000052	0.000000	0.000000	0.000000	-0.478594	-0.000031
0	314	-0.000049	-0.000000	0.000000	0.000000	-0.479886	-0.000030
0	315	-0.000048	-0.000000	0.000000	0.000000	-0.481138	-0.000029
0	316	-0.000048	-0.000000	0.000000	0.000000	-0.482352	-0.000028
0	317	-0.000047	-0.000000	0.000000	0.000000	-0.483525	-0.000027
0	318	-0.000044	0.000000	0.000000	0.000000	-0.484658	-0.000026
0	319	-0.000041	-0.000000	0.000000	0.000000	-0.485752	-0.000025
0	320	-0.000040	-0.000000	0.000000	0.000000	-0.486807	-0.000024
0	321	-0.000040	-0.000000	0.000000	0.000000	-0.487821	-0.000023
0	322	-0.000039	-0.000000	0.000000	0.000000	-0.488795	-0.000022
0	323	-0.000037	0.000000	0.000000	0.000000	-0.489728	-0.000022
0	324	-0.000034	-0.000000	0.000000	0.000000	-0.490622	-0.000021
0	325	-0.000032	-0.000000	0.000000	0.000000	-0.491476	-0.000020
0	326	-0.000031	-0.000000	0.000000	0.000000	-0.492289	-0.000019
0	327	-0.000031	-0.000000	0.000000	0.000000	-0.493061	-0.000018
0	328	-0.000029	-0.000000	0.000000	0.000000	-0.493793	-0.000017
0	329	-0.000026	0.000000	0.000000	0.000000	-0.494485	-0.000016
0	330	-0.000024	-0.000000	0.000000	0.000000	-0.495136	-0.000015
0	331	-0.000023	-0.000000	0.000000	0.000000	-0.495746	-0.000014
0	332	-0.000023	-0.000000	0.000000	0.000000	-0.496316	-0.000013
0	333	-0.000021	-0.000000	0.000000	0.000000	-0.496844	-0.000012
0	334	-0.000019	0.000000	0.000000	0.000000	-0.497332	-0.000011
0	335	-0.000016	-0.000000	0.000000	0.000000	-0.497779	-0.000010
0	336	-0.000015	-0.000000	0.000000	0.000000	-0.498186	-0.000009
0	337	-0.000015	-0.000000	0.000000	0.000000	-0.498551	-0.000008
0	338	-0.000014	-0.000000	0.000000	0.000000	-0.498875	-0.000007
0	339	-0.000011	0.000000	0.000000	0.000000	-0.499159	-0.000006
0	340	-0.000008	-0.000000	0.000000	0.000000	-0.499401	-0.000005
0	341	-0.000006	-0.000000	0.000000	0.000000	-0.499603	-0.000004
0	342	-0.000006	-0.000000	0.000000	0.000000	-0.499763	-0.000003
0	343	-0.000005	-0.000000	0.000000	0.000000	-0.499882	-0.000003
0	344	-0.000003	-0.000000	0.000000	0.000000	-0.499961	-0.000002
0	345	-0.000000	-0.000000	0.000000	0.000000	-0.499998	-0.000001
0	346	0.000002	-0.000000	0.000000	0.000000	-0.499994	0.000000
0	347	0.000002	-0.000000	0.000000	0.000000	-0.499950	0.000001
0	348	0.000003	-0.000000	0.000000	0.000000	-0.499864	0.000002
0	349	0.000005	-0.000000	0.000000	0.000000	-0.499736	0.000003
0	350	0.000008	-0.000000	0.000000	0.000000	-0.499568	0.000004
0	351	0.000010	-0.000000	0.000000	0.000000	-0.499359	0.000005
0	352	0.000011	-0.000000	0.000000	0.000000	-0.499110	0.000006
0	353	0.000011	-0.000000	0.000000	0.000000	-0.498819	0.000007
0	354	0.000012	-0.000000	0.000000	0.000000	-0.498486	0.000008
0	355	0.000015	-0.000000	0.000000	0.000000	-0.498113	0.000009
0	356	0.000018	-0.000000	0.000000	0.000000	-0.497700	0.000010
0	357	0.000019	-0.000000	0.000000	0.000000	-0.497245	0.000011
0	358	0.000020	-0.000000	0.000000	0.000000	-0.496750	0.000012
0	359	0.000020	-0.000000	0.000000	0.000000	-0.496213	0.000013
0	360	0.000023	-0.000000	0.000000	0.000000	-0.495636	0.000014
0	361	0.000026	-0.000000	0.000000	0.000000	-0.495018	0.000015
0	362	0.000028	-0.000000	0.000000	0.000000	-0.494360	0.000016
0	363	0.000028	-0.000000	0.000000	0.000000	-0.493661	0.000017
0	364	0.000028	-0.000000	0.000000	0.000000	-0.492921	0.000018
0	365	0.000030	-0.000000	0.000000	0.000000	-0.492141	0.000018
0	366	0.000034	-0.000000	0.000000	0.000000	-0.491321	0.000019
0	367	0.000036	-0.000000	0.000000	0.000000	-0.490460	0.000020
0	368	0.000036	-0.000000	0.000000	0.000000	-0.489559	0.000021
0	369	0.000037	-0.000000	0.000000	0.000000	-0.488618	0.000022
0	370	0.000038	-0.000000	0.000000	0.000000	-0.487636	0.000023
0	371	0.000041	-0.000000	0.000000	0.000000	-0.486615	0.000024
0	372	0.000044	-0.000000	0.000000	0.000000	-0.485554	0.000025
0	373	0.000045	-0.000000	0.000000	0.000000	-0.484453	0.000026
0	374	0.000045	-0.000000	0.000000	0.000000	-0.483311	0.000027
0	375	0.000046	-0.000000	0.000000	0.000000	-0.482131	0.000028
0	376	0.000048	-0.000000	0.000000	0.000000	-0.480910	0.000029
